4458,1,0
4454,5,0
4442,17,0
4421,38,0
4392,67,0
4353,106,0
4313,146,0
4261,198,0
4203,256,0
4136,323,0
4061,398,0
3977,482,0
3884,574,1
3788,670,1
3684,772,3
3569,881,9
3453,990,16
3354,1081,24
3249,1179,31
3141,1275,43
3033,1374,52
2928,1470,61
2820,1561,78
2701,1663,95
2579,1771,109
2477,1852,130
2327,1985,147
2210,2069,180
2059,2200,200
1951,2278,230
1848,2360,251
1746,2440,273
1628,2529,302
1569,2560,330
1521,2586,352
1453,2616,390
1427,2607,425
1387,2613,459
1349,2622,488
1273,2655,531
1255,2646,558
1231,2635,593
1185,2651,623
1115,2691,653
1065,2727,667
1008,2768,683
963,2794,702
897,2851,711
870,2862,727
793,2927,739
742,2964,753
734,2961,764
681,3000,778
642,3018,799
574,3073,812
560,3061,838
513,3090,856
462,3120,877
427,3140,892
344,3203,912
326,3204,929
246,3265,948
196,3299,964
212,3263,984
193,3262,1004
198,3236,1025
209,3212,1038
229,3171,1059
228,3151,1080
254,3107,1098
256,3078,1125
217,3097,1145
250,3037,1172
285,2981,1193
220,3045,1194
269,2995,1195
220,3044,1195
223,3041,1195
218,3046,1195
215,3049,1195
214,3050,1195
224,3040,1195
221,3043,1195
274,2990,1195
265,2999,1195
249,3015,1195
234,3030,1195
278,2986,1195
261,3003,1195
266,2998,1195
236,3028,1195
246,3018,1195
235,3029,1195
237,3027,1195
195,3069,1195
240,3024,1195
222,3042,1195
236,3028,1195
274,2990,1195
275,2989,1195
243,3021,1195
258,3006,1195
264,3000,1195
285,2979,1195
252,3012,1195
250,3014,1195
243,3021,1195
255,3009,1195
223,3041,1195
220,3044,1195
213,3051,1195
230,3034,1195
260,3004,1195
277,2987,1195
269,2995,1195
249,3015,1195
266,2998,1195
265,2999,1195
288,2976,1195
269,2995,1195
249,3015,1195
247,3017,1195
238,3026,1195
229,3035,1195
204,3060,1195
216,3048,1195
228,3036,1195
268,2996,1195
276,2988,1195
246,3018,1195
257,3007,1195
256,3008,1195
248,3016,1195
280,2984,1195
260,3004,1195
243,3021,1195
255,3009,1195
214,3050,1195
234,3030,1195
212,3052,1195
205,3059,1195
206,3058,1195
267,2997,1195
272,2992,1195
260,3004,1195
260,3004,1195
244,3020,1195
249,3015,1195
263,3001,1195
259,3005,1195
250,3014,1195
225,3039,1195
216,3048,1195
210,3054,1195
227,3037,1195
202,3062,1195
212,3052,1195
255,3009,1195
264,3000,1195
258,3006,1195
251,3013,1195
233,3031,1195
275,2989,1195
240,3024,1195
241,3023,1195
254,3010,1195
227,3037,1195
230,3034,1195
221,3043,1195
226,3038,1195
206,3058,1195
228,3036,1195
254,3010,1195
267,2997,1195
261,3003,1195
236,3028,1195
236,3028,1195
270,2994,1195
226,3038,1195
252,3012,1195
243,3021,1195
223,3041,1195
217,3047,1195
227,3037,1195
205,3059,1195
220,3044,1195
243,3021,1195
260,3004,1195
270,2994,1195
256,3008,1195
232,3032,1195
252,3012,1195
248,3016,1195
226,3038,1195
249,3015,1195
242,3022,1195
226,3038,1195
233,3031,1195
210,3054,1195
217,3047,1195
203,3061,1195
267,2997,1195
275,2989,1195
231,3033,1195
257,3007,1195
255,3009,1195
264,3000,1195
238,3026,1195
253,3011,1195
237,3027,1195
243,3021,1195
236,3028,1195
219,3045,1195
222,3042,1195
215,3049,1195
242,3022,1195
249,3015,1195
286,2978,1195
247,3017,1195
248,3016,1195
272,2992,1195
237,3027,1195
261,3003,1195
257,3007,1195
